,popularity
2995,53
2996,0
2997,21
2998,41
2999,43
3000,7
3001,25
3002,41
3003,41
3004,18
3005,11
3006,0
3007,31
3008,46
3009,3
3010,24
3011,23
3012,48
3013,43
3014,0
3015,37
3016,15
3017,23
3018,21
3019,33
3020,0
3021,55
3022,48
3023,27
3024,67
3025,5
3026,3
3027,26
3028,42
3029,36
3030,16
3031,39
3032,0
3033,0
3034,44
3035,0
3036,28
3037,7
3038,6
3039,41
3040,5
3041,38
3042,12
3043,25
3044,59
3045,31
3046,15
3047,0
3048,16
3049,40
3050,28
3051,40
3052,2
3053,26
3054,32
3055,1
3056,53
3057,10
3058,4
3059,28
3060,0
3061,6
3062,0
3063,3
3064,15
3065,0
3066,34
3067,8
3068,3
3069,65
3070,22
3071,68
3072,4
3073,38
3074,19
3075,7
3076,0
3077,42
3078,7
3079,23
3080,5
3081,5
3082,31
3083,38
3084,0
3085,0
3086,86
3087,27
3088,18
3089,27
3090,42
3091,30
3092,30
3093,35
3094,51
3095,53
3096,50
3097,0
3098,52
3099,0
3100,0
3101,47
3102,41
3103,32
3104,59
3105,34
3106,0
3107,0
3108,37
3109,45
3110,0
3111,34
3112,21
3113,11
3114,9
3115,2
3116,16
3117,34
3118,0
3119,19
3120,0
3121,0
3122,0
3123,48
3124,48
3125,44
3126,2
3127,44
3128,0
3129,39
3130,0
3131,34
3132,0
3133,21
3134,0
3135,6
3136,38
3137,44
3138,26
3139,27
3140,23
3141,25
3142,49
3143,48
3144,50
3145,46
3146,4
3147,0
3148,26
3149,0
3150,41
3151,19
3152,63
3153,9
3154,0
3155,20
3156,4
3157,34
3158,34
3159,54
3160,73
3161,33
3162,45
3163,14
3164,27
3165,31
3166,60
3167,0
3168,11
3169,44
3170,0
3171,0
3172,11
3173,14
3174,0
3175,48
3176,30
3177,13
3178,28
3179,0
3180,10
3181,26
3182,66
3183,0
3184,38
3185,6
3186,27
3187,10
3188,46
3189,0
3190,34
3191,5
3192,35
3193,51
3194,0
3195,1
3196,69
3197,0
3198,12
3199,0
3200,46
3201,0
3202,13
3203,25
3204,10
3205,2
3206,7
3207,38
3208,15
3209,54
3210,27
3211,46
3212,26
3213,16
3214,0
3215,33
3216,27
3217,12
3218,44
3219,0
3220,17
3221,66
3222,44
3223,12
3224,7
3225,21
3226,10
3227,0
3228,54
3229,0
3230,45
3231,62
3232,5
3233,7
3234,5
3235,0
3236,0
3237,0
3238,16
3239,16
3240,56
3241,54
3242,22
3243,40
3244,31
3245,41
3246,1
3247,31
3248,0
3249,23
3250,10
3251,0
3252,0
3253,34
3254,38
3255,47
3256,6
3257,28
3258,9
3259,31
3260,33
3261,24
3262,37
3263,64
3264,0
3265,9
3266,0
3267,0
3268,32
3269,69
3270,0
3271,0
3272,46
3273,0
3274,24
3275,44
3276,45
3277,9
3278,44
3279,1
3280,33
3281,27
3282,0
3283,0
3284,37
3285,16
3286,39
3287,0
3288,43
3289,43
3290,0
3291,17
3292,0
3293,0
3294,18
3295,0
3296,8
3297,27
3298,45
3299,4
3300,42
3301,0
3302,6
3303,15
3304,70
3305,0
3306,20
3307,58
3308,58
3309,48
3310,58
3311,10
3312,53
3313,16
3314,36
3315,0
3316,1
3317,12
3318,0
3319,33
3320,8
3321,26
3322,0
3323,35
3324,40
3325,43
3326,23
3327,17
3328,0
3329,0
3330,15
3331,44
3332,8
3333,1
3334,4
3335,15
3336,43
3337,3
3338,0
3339,29
3340,0
3341,18
3342,50
3343,10
3344,35
3345,20
3346,15
3347,54
3348,15
3349,0
3350,0
3351,16
3352,22
3353,10
3354,14
3355,0
3356,12
3357,26
3358,0
3359,39
3360,11
3361,40
3362,2
3363,1
3364,9
3365,0
3366,0
3367,57
3368,44
3369,31
3370,45
3371,12
3372,52
3373,6
3374,0
3375,0
3376,5
3377,34
3378,0
3379,26
3380,0
3381,23
3382,0
3383,13
3384,9
3385,27
3386,0
3387,25
3388,33
3389,0
3390,0
3391,37
3392,2
3393,6
3394,71
3395,38
3396,11
3397,0
3398,22
3399,0
3400,0
3401,26
3402,0
3403,0
3404,0
3405,5
3406,0
3407,22
3408,38
3409,48
3410,23
3411,40
3412,5
3413,14
3414,58
3415,0
3416,5
3417,67
3418,29
3419,41
3420,56
3421,1
3422,60
3423,6
3424,39
3425,30
3426,0
3427,38
3428,13
3429,27
3430,1
3431,51
3432,4
3433,2
3434,67
3435,1
3436,19
3437,0
3438,26
3439,72
3440,39
3441,30
3442,0
3443,48
3444,25
3445,39
3446,43
3447,6
3448,9
3449,34
3450,26
3451,0
3452,0
3453,15
3454,0
3455,21
3456,68
3457,18
3458,0
3459,3
3460,43
3461,13
3462,12
3463,73
3464,0
3465,24
3466,27
3467,0
3468,22
3469,37
3470,49
3471,21
3472,6
3473,8
3474,56
3475,35
3476,43
3477,10
3478,35
3479,0
3480,5
3481,54
3482,36
3483,65
3484,52
3485,52
3486,3
3487,45
3488,26
3489,24
3490,25
3491,36
3492,7
3493,1
3494,2
3495,0
3496,50
3497,14
3498,43
3499,44
3500,13
3501,41
3502,0
3503,16
3504,40
3505,36
3506,0
3507,60
3508,34
3509,23
3510,71
3511,0
3512,0
3513,66
3514,12
3515,54
3516,14
3517,46
3518,29
3519,21
3520,53
3521,0
3522,13
3523,0
3524,0
3525,0
3526,0
3527,73
3528,30
3529,47
3530,8
3531,0
3532,25
3533,48
3534,64
3535,41
3536,5
3537,41
3538,44
3539,25
3540,7
3541,20
3542,0
3543,65
3544,0
3545,28
3546,11
3547,67
3548,59
3549,33
3550,23
3551,37
3552,56
3553,0
3554,0
3555,20
3556,29
3557,19
3558,11
3559,42
3560,0
3561,21
3562,49
3563,36
3564,46
3565,47
3566,1
3567,31
3568,0
3569,16
3570,0
3571,27
3572,12
3573,75
3574,0
3575,0
3576,0
3577,50
3578,27
3579,47
3580,17
3581,44
3582,19
3583,31
3584,0
3585,17
3586,48
3587,65
3588,13
3589,42
3590,5
3591,65
3592,48
3593,0
3594,32
3595,9
3596,1
3597,34
3598,31
3599,22
3600,0
3601,0
3602,42
3603,72
3604,2
3605,42
3606,33
3607,0
3608,0
3609,19
3610,29
3611,0
3612,55
3613,1
3614,94
3615,15
3616,0
3617,4
3618,9
3619,0
3620,36
3621,0
3622,29
3623,26
3624,0
3625,52
3626,57
3627,0
3628,0
3629,0
3630,10
3631,14
3632,33
3633,47
3634,13
3635,0
3636,13
3637,37
3638,39
3639,0
3640,0
3641,31
3642,0
3643,39
3644,17
3645,54
3646,29
3647,43
3648,0
3649,0
3650,49
3651,58
3652,1
3653,63
3654,18
3655,36
3656,9
3657,5
3658,1
3659,33
3660,0
3661,59
3662,55
3663,38
3664,37
3665,34
3666,5
3667,18
3668,29
3669,0
3670,45
3671,0
3672,0
3673,7
3674,38
3675,44
3676,27
3677,0
3678,62
3679,0
3680,32
3681,39
3682,3
3683,30
3684,3
3685,21
3686,50
3687,4
3688,31
3689,25
3690,22
3691,0
3692,25
3693,46
3694,7
3695,11
3696,78
3697,17
3698,16
3699,14
3700,42
3701,0
3702,4
3703,20
3704,42
3705,61
3706,14
3707,0
3708,39
3709,37
3710,41
3711,49
3712,22
3713,43
3714,68
3715,28
3716,0
3717,12
3718,0
3719,9
3720,0
3721,3
3722,10
3723,43
3724,35
3725,1
3726,68
3727,15
3728,33
3729,32
3730,43
3731,31
3732,0
3733,1
3734,40
3735,54
3736,0
3737,51
3738,33
3739,0
3740,14
3741,47
3742,77
3743,27
3744,33
3745,5
3746,17
3747,39
3748,12
3749,84
3750,10
3751,64
3752,16
3753,41
3754,21
3755,0
3756,33
3757,7
3758,32
3759,0
3760,35
3761,44
3762,0
3763,8
3764,35
3765,28
3766,36
3767,56
3768,33
3769,2
3770,0
3771,36
3772,0
3773,9
3774,8
3775,72
3776,0
3777,2
3778,0
3779,36
3780,35
3781,1
3782,43
3783,8
3784,0
3785,5
3786,0
3787,12
3788,0
3789,49
3790,24
3791,0
3792,28
3793,14
3794,3
3795,0
3796,9
3797,17
3798,0
3799,48
3800,0
3801,2
3802,0
3803,27
3804,28
3805,14
3806,4
3807,58
3808,23
3809,10
3810,25
3811,36
3812,33
3813,6
3814,0
3815,6
3816,39
3817,0
3818,16
3819,12
3820,0
3821,11
3822,0
3823,8
3824,16
3825,24
3826,3
3827,74
3828,24
3829,2
3830,33
3831,0
3832,9
3833,31
3834,16
3835,38
3836,1
3837,0
3838,62
3839,31
3840,8
3841,9
3842,16
3843,22
3844,9
3845,30
3846,47
3847,44
3848,0
3849,0
3850,38
3851,13
3852,41
3853,11
3854,29
3855,7
3856,0
3857,17
3858,50
3859,29
3860,26
3861,9
3862,1
3863,2
3864,59
3865,15
3866,16
3867,27
3868,52
3869,27
3870,13
3871,14
3872,4
3873,40
3874,51
3875,64
3876,3
3877,52
3878,33
3879,2
3880,10
3881,0
3882,40
3883,3
3884,48
3885,12
3886,17
3887,15
3888,0
3889,37
3890,20
3891,20
3892,18
3893,0
3894,9
3895,14
3896,6
3897,0
3898,17
3899,0
3900,26
3901,5
3902,37
3903,64
3904,0
3905,65
3906,0
3907,0
3908,28
3909,12
3910,6
3911,0
3912,2
3913,40
3914,4
3915,21
3916,28
3917,6
3918,22
3919,0
3920,0
3921,0
3922,30
3923,35
3924,25
3925,7
3926,1
3927,16
3928,31
3929,0
3930,17
3931,35
3932,0
3933,56
3934,0
3935,6
3936,23
3937,2
3938,63
3939,0
3940,54
3941,0
3942,17
3943,34
3944,40
3945,0
3946,26
3947,13
3948,53
3949,0
3950,0
3951,0
3952,35
3953,21
3954,40
3955,0
3956,24
3957,48
3958,5
3959,0
3960,15
3961,67
3962,33
3963,15
3964,0
3965,2
3966,1
3967,42
3968,11
3969,12
3970,0
3971,2
3972,26
3973,59
3974,17
3975,0
3976,2
3977,9
3978,4
3979,0
3980,32
3981,0
3982,26
3983,17
3984,24
3985,45
3986,4
3987,53
3988,18
3989,28
3990,1
3991,38
3992,70
3993,41
3994,0
3995,29
3996,52
3997,31
3998,8
3999,44
4000,7
4001,34
4002,0
4003,18
4004,44
4005,0
4006,0
4007,25
4008,0
4009,0
4010,34
4011,0
4012,41
4013,29
4014,12
4015,11
4016,0
4017,41
4018,15
4019,38
4020,4
4021,52
4022,32
4023,38
4024,27
4025,59
4026,34
4027,43
4028,61
4029,78
4030,42
4031,10
4032,1
4033,8
4034,6
4035,2
4036,4
4037,22
4038,60
4039,43
4040,30
4041,0
4042,22
4043,43
4044,18
4045,11
4046,5
4047,0
4048,20
4049,68
4050,54
4051,25
4052,12
4053,22
4054,6
4055,32
4056,48
4057,23
4058,0
4059,36
4060,0
4061,0
4062,34
4063,52
4064,35
4065,34
4066,0
4067,18
4068,7
4069,0
4070,63
4071,39
4072,0
4073,0
4074,0
4075,7
4076,0
4077,0
4078,14
4079,51
4080,51
4081,61
4082,26
4083,0
4084,2
4085,3
4086,0
4087,22
4088,61
4089,18
4090,0
4091,34
4092,49
4093,0
4094,0
4095,37
4096,0
4097,0
4098,27
4099,0
4100,47
4101,12
4102,20
4103,45
4104,35
4105,29
4106,9
4107,0
4108,11
4109,32
4110,11
4111,0
4112,47
4113,53
4114,41
4115,0
4116,41
4117,3
4118,4
4119,0
4120,40
4121,41
4122,44
4123,19
4124,24
4125,36
4126,0
4127,0
4128,15
4129,3
4130,0
4131,12
4132,0
4133,42
4134,40
4135,34
4136,29
4137,6
4138,0
4139,38
4140,0
4141,14
4142,4
4143,29
4144,0
4145,8
4146,0
4147,0
4148,23
4149,13
4150,44
4151,68
4152,8
4153,18
4154,9
4155,55
4156,26
4157,23
4158,2
4159,53
4160,8
4161,0
4162,34
4163,0
4164,40
4165,27
4166,1
4167,0
4168,3
4169,13
4170,0
4171,1
4172,28
4173,27
4174,0
4175,15
4176,0
4177,28
4178,0
4179,14
4180,0
4181,0
4182,30
4183,49
4184,41
4185,0
4186,21
4187,92
4188,19
4189,36
4190,2
4191,21
4192,0
4193,0
4194,44
4195,11
4196,2
4197,17
4198,41
4199,0
4200,0
4201,62
4202,0
4203,32
4204,54
4205,2
4206,9
4207,0
4208,0
4209,20
4210,30
4211,8
4212,10
4213,41
4214,70
4215,69
4216,13
4217,16
4218,0
4219,0
4220,22
4221,65
4222,53
4223,17
4224,29
4225,0
4226,11
4227,42
4228,28
4229,0
4230,0
4231,1
4232,41
4233,18
4234,0
4235,14
4236,11
4237,23
4238,51
4239,0
4240,22
4241,44
4242,61
4243,0
4244,20
4245,30
4246,0
4247,4
4248,0
4249,0
4250,7
4251,0
4252,4
4253,8
4254,38
4255,45
4256,0
4257,2
4258,0
4259,0
4260,12
4261,4
4262,21
4263,0
4264,9
4265,46
4266,63
4267,29
4268,6
4269,0
4270,40
4271,20
4272,0
4273,10
4274,28
4275,43
4276,20
4277,4
4278,26
4279,5
4280,51
4281,7
4282,50
4283,26
4284,0
4285,37
4286,3
4287,16
4288,16
4289,54
4290,31
4291,3
4292,1
4293,3
4294,37
4295,55
4296,30
4297,2
4298,13
4299,12
4300,28
4301,8
4302,9
4303,16
4304,17
4305,8
4306,0
4307,13
4308,28
4309,44
4310,0
4311,37
4312,10
4313,0
4314,17
4315,0
4316,37
4317,23
4318,2
4319,27
4320,40
4321,26
4322,3
4323,36
4324,0
4325,1
4326,1
4327,28
4328,42
4329,45
4330,9
4331,0
4332,44
4333,32
4334,0
4335,26
4336,24
4337,5
4338,4
4339,52
4340,0
4341,6
4342,70
4343,50
4344,49
4345,0
4346,42
4347,11
4348,30
4349,39
4350,22
4351,24
4352,40
4353,37
4354,4
4355,60
4356,4
4357,0
4358,72
4359,36
4360,45
4361,41
4362,24
4363,6
4364,37
4365,14
4366,0
4367,36
4368,12
4369,8
4370,16
4371,0
4372,20
4373,47
4374,0
4375,26
4376,53
4377,58
4378,44
4379,0
4380,0
4381,0
4382,42
4383,17
4384,28
4385,25
4386,19
4387,37
4388,7
4389,31
4390,15
4391,0
4392,12
4393,17
4394,43
4395,35
4396,27
4397,26
4398,53
4399,5
4400,51
4401,11
4402,10
4403,2
4404,21
4405,34
4406,2
4407,27
4408,38
4409,50
4410,21
4411,38
4412,33
4413,0
4414,14
4415,47
4416,49
4417,1
4418,37
4419,40
4420,18
4421,0
4422,0
4423,36
4424,0
4425,17
4426,0
4427,19
4428,9
4429,32
4430,52
4431,21
4432,48
4433,67
4434,31
4435,23
4436,44
4437,2
4438,36
4439,47
4440,49
4441,36
4442,28
4443,0
4444,7
4445,15
4446,2
4447,3
4448,0
4449,0
4450,0
4451,2
4452,41
4453,36
4454,15
4455,0
4456,18
4457,40
4458,44
4459,56
4460,21
4461,36
4462,12
4463,0
4464,53
4465,0
4466,0
4467,0
4468,36
4469,0
4470,25
4471,40
4472,43
4473,38
4474,56
4475,55
4476,0
4477,9
4478,7
4479,26
4480,0
4481,1
4482,15
4483,0
4484,6
4485,15
4486,35
4487,33
4488,0
4489,17
4490,0
4491,6
4492,41
4493,48
4494,53
4495,0
4496,0
4497,5
4498,2
4499,17
4500,43
4501,54
4502,26
4503,28
4504,23
4505,1
4506,0
4507,0
4508,37
4509,22
4510,21
4511,0
4512,19
4513,16
4514,29
4515,42
4516,0
4517,4
4518,7
4519,22
4520,9
4521,7
4522,0
4523,21
4524,24
4525,3
4526,61
4527,0
4528,0
4529,16
4530,0
4531,21
4532,8
4533,0
4534,26
4535,52
4536,37
4537,0
4538,25
4539,65
4540,29
4541,0
4542,79
4543,8
4544,19
4545,0
4546,5
4547,6
4548,67
4549,29
4550,57
4551,0
4552,9
4553,33
4554,8
4555,24
4556,0
4557,21
4558,7
4559,4
4560,17
4561,39
4562,55
4563,0
4564,53
4565,13
4566,29
4567,46
4568,0
4569,0
4570,0
4571,0
4572,8
4573,35
4574,15
4575,58
4576,49
4577,0
4578,50
4579,41
4580,30
4581,2
4582,41
4583,15
4584,27
4585,19
4586,17
4587,29
4588,16
4589,0
4590,47
4591,2
4592,1
4593,0
4594,21
4595,50
4596,0
4597,33
4598,19
4599,16
4600,0
4601,8
4602,29
4603,22
4604,29
4605,19
4606,35
4607,19
4608,0
4609,49
4610,5
4611,9
4612,6
4613,0
4614,51
4615,0
4616,34
4617,11
4618,0
4619,0
4620,44
4621,0
4622,16
4623,0
4624,0
4625,0
4626,16
4627,66
4628,49
4629,31
4630,26
4631,40
4632,0
4633,35
4634,22
4635,9
4636,9
4637,1
4638,0
4639,3
4640,4
4641,37
4642,33
4643,11
4644,39
4645,0
4646,30
4647,9
4648,17
4649,27
4650,0
4651,19
4652,32
4653,63
4654,0
4655,1
4656,2
4657,44
4658,43
4659,0
4660,34
4661,40
4662,54
4663,7
4664,47
4665,5
4666,0
4667,0
4668,0
4669,32
4670,30
4671,14
4672,2
4673,43
4674,0
4675,44
4676,14
4677,37
4678,22
4679,43
4680,0
4681,1
4682,13
4683,19
4684,0
4685,63
4686,12
4687,11
4688,0
4689,11
4690,28
4691,5
4692,50
4693,0
4694,3
4695,30
4696,44
4697,36
4698,0
4699,0
4700,23
4701,26
4702,36
4703,0
4704,49
4705,29
4706,0
4707,43
4708,29
4709,0
4710,32
4711,27
4712,0
4713,36
4714,41
4715,6
4716,72
4717,0
4718,24
4719,0
4720,37
4721,7
4722,0
4723,0
4724,37
4725,3
4726,6
4727,58
4728,0
4729,28
4730,8
4731,67
4732,0
4733,57
4734,0
4735,37
4736,58
4737,60
4738,11
4739,32
4740,42
4741,45
4742,31
4743,64
4744,54
4745,57
4746,0
4747,52
4748,58
4749,0
4750,35
4751,0
4752,31
4753,31
4754,5
4755,24
4756,0
4757,0
4758,18
4759,16
4760,34
4761,3
4762,0
4763,22
4764,0
4765,0
4766,46
4767,5
4768,28
4769,3
4770,0
4771,13
4772,6
4773,7
4774,13
4775,0
4776,1
4777,0
4778,0
4779,0
4780,0
4781,29
4782,8
4783,86
4784,3
4785,40
4786,25
4787,28
4788,17
4789,50
4790,2
4791,23
4792,0
4793,55
4794,9
4795,10
4796,7
4797,68
4798,0
4799,0
4800,35
4801,31
4802,29
4803,36
4804,34
4805,4
4806,4
4807,0
4808,30
4809,26
4810,0
4811,34
4812,0
4813,28
4814,0
4815,10
4816,53
4817,0
4818,12
4819,59
4820,45
4821,19
4822,86
4823,7
4824,0
4825,0
4826,0
4827,16
4828,25
4829,37
4830,25
4831,0
4832,19
4833,12
4834,0
4835,48
4836,0
4837,2
4838,3
4839,24
4840,88
4841,29
4842,35
4843,0
4844,11
4845,0
4846,0
4847,62
4848,47
4849,16
4850,14
4851,0
4852,6
4853,10
4854,0
4855,0
4856,0
4857,0
4858,32
4859,12
4860,8
4861,4
4862,44
4863,0
4864,0
4865,20
4866,0
4867,70
4868,0
4869,14
4870,63
4871,8
4872,0
4873,51
4874,0
4875,24
4876,4
4877,2
4878,0
4879,38
4880,29
4881,5
4882,0
4883,27
4884,25
4885,15
4886,0
4887,4
4888,0
4889,1
4890,21
4891,3
4892,0
4893,8
4894,0
4895,10
4896,11
4897,17
4898,1
4899,1
4900,40
4901,49
4902,0
4903,33
4904,31
4905,28
4906,56
4907,34
4908,4
4909,6
4910,48
4911,33
4912,0
4913,0
4914,0
4915,2
4916,0
4917,0
4918,18
4919,21
4920,25
4921,64
4922,0
4923,11
4924,18
4925,36
4926,10
4927,29
4928,0
4929,27
4930,22
4931,53
4932,0
4933,2
4934,18
4935,0
4936,0
4937,31
4938,69
4939,35
4940,26
4941,51
4942,39
4943,40
4944,23
4945,0
4946,11
4947,15
4948,11
4949,9
4950,34
4951,56
4952,0
4953,43
4954,17
4955,47
4956,5
4957,46
4958,0
4959,0
4960,60
4961,30
4962,53
4963,7
4964,8
4965,27
4966,32
4967,50
4968,38
4969,13
4970,6
4971,0
4972,24
4973,35
4974,54
4975,0
4976,2
4977,31
4978,1
4979,0
4980,0
4981,14
4982,3
4983,19
4984,12
4985,20
4986,1
4987,6
4988,30
4989,10
4990,64
4991,39
4992,52
4993,0
4994,1
4995,27
4996,0
4997,3
4998,0
4999,31
5000,6
5001,48
5002,11
5003,0
5004,7
5005,40
5006,1
5007,0
5008,47
5009,24
5010,37
5011,2
5012,0
5013,0
5014,13
5015,49
5016,6
5017,45
5018,1
5019,18
5020,46
5021,22
5022,28
5023,14
5024,15
5025,17
5026,19
5027,19
5028,54
5029,4
5030,76
5031,0
5032,14
5033,6
5034,0
5035,8
5036,0
5037,34
5038,20
5039,17
5040,9
5041,0
5042,44
5043,1
5044,0
5045,34
5046,48
5047,0
5048,84
5049,7
5050,4
5051,39
5052,26
5053,1
5054,1
5055,11
5056,38
5057,2
5058,49
5059,34
5060,29
5061,3
5062,0
5063,0
5064,53
5065,28
5066,12
5067,68
5068,83
5069,36
5070,13
5071,18
5072,30
5073,0
5074,18
5075,0
5076,0
5077,34
5078,13
5079,49
5080,6
5081,27
5082,64
5083,0
5084,35
5085,0
5086,7
5087,0
5088,12
5089,19
5090,66
5091,12
5092,10
5093,20
5094,0
5095,0
5096,2
5097,20
5098,58
5099,45
5100,20
5101,0
5102,2
5103,47
5104,9
5105,40
5106,41
5107,0
5108,57
5109,34
5110,7
5111,33
5112,0
5113,26
5114,37
5115,24
5116,24
5117,17
5118,23
5119,0
5120,42
5121,44
5122,14
5123,78
5124,40
5125,29
5126,31
5127,33
5128,8
5129,0
5130,59
5131,2
5132,44
5133,0
5134,1
5135,6
5136,17
5137,5
5138,5
5139,42
5140,6
5141,0
5142,38
5143,0
5144,10
5145,60
5146,77
5147,13
5148,0
5149,2
5150,43
5151,68
5152,80
5153,2
5154,30
5155,41
5156,46
5157,0
5158,31
5159,5
5160,0
5161,6
5162,0
5163,22
5164,3
5165,23
5166,0
5167,18
5168,33
5169,58
5170,2
5171,33
5172,0
5173,0
5174,0
5175,0
5176,14
5177,20
5178,0
5179,0
5180,36
5181,53
5182,0
5183,28
5184,0
5185,34
5186,0
5187,12
5188,41
5189,35
5190,17
5191,3
5192,27
5193,0
5194,30
5195,6
5196,0
5197,38
5198,24
5199,42
5200,0
5201,44
5202,6
5203,5
5204,41
5205,51
5206,31
5207,0
5208,26
5209,24
5210,5
5211,69
5212,39
5213,1
5214,18
5215,0
5216,1
5217,0
5218,24
5219,46
5220,0
5221,41
5222,0
5223,16
5224,0
5225,20
5226,0
5227,0
5228,36
5229,17
5230,0
5231,0
5232,10
5233,33
5234,9
5235,38
5236,34
5237,23
5238,15
5239,28
5240,0
5241,50
5242,21
5243,0
5244,41
5245,49
5246,81
5247,0
5248,20
5249,19
5250,59
5251,0
5252,49
5253,35
5254,0
5255,41
5256,28
5257,5
5258,44
5259,33
5260,0
5261,29
5262,3
5263,33
5264,33
5265,54
5266,0
5267,15
5268,28
5269,38
5270,56
5271,43
5272,56
5273,30
5274,0
5275,0
5276,8
5277,6
5278,31
5279,7
5280,31
5281,22
5282,30
5283,40
5284,34
5285,0
5286,1
5287,0
5288,85
5289,3
5290,1
5291,37
5292,0
5293,0
5294,0
5295,49
5296,10
5297,38
5298,74
5299,14
5300,0
5301,46
5302,31
5303,39
5304,0
5305,9
5306,5
5307,50
5308,0
5309,34
5310,68
5311,34
5312,36
5313,2
5314,0
5315,3
5316,19
5317,6
5318,7
5319,6
5320,27
5321,15
5322,59
5323,0
5324,2
5325,50
5326,0
5327,42
5328,12
5329,12
5330,0
5331,21
5332,2
5333,0
5334,36
5335,30
5336,15
5337,6
5338,33
5339,11
5340,46
5341,0
5342,25
5343,0
5344,73
5345,41
5346,0
5347,21
5348,9
5349,53
5350,54
5351,31
5352,49
5353,26
5354,0
5355,40
5356,51
5357,49
5358,0
5359,32
5360,28
5361,24
5362,70
5363,2
5364,33
5365,62
5366,29
5367,0
5368,0
5369,31
5370,11
5371,44
5372,6
5373,24
5374,0
5375,48
5376,30
5377,19
5378,8
5379,11
5380,44
5381,15
5382,0
5383,2
5384,30
5385,12
5386,0
5387,29
5388,0
5389,0
5390,56
5391,9
5392,7
5393,0
5394,0
5395,64
5396,0
5397,5
5398,46
5399,25
5400,23
5401,0
5402,33
5403,35
5404,54
5405,0
5406,0
5407,48
5408,1
5409,53
5410,24
5411,0
5412,0
5413,20
5414,5
5415,0
5416,0
5417,2
5418,13
5419,28
5420,16
5421,0
5422,9
5423,16
5424,0
5425,0
5426,82
5427,6
5428,38
5429,0
5430,43
5431,18
5432,0
5433,35
5434,0
5435,1
5436,0
5437,59
5438,9
5439,19
5440,14
5441,0
5442,56
5443,65
5444,8
5445,0
5446,26
5447,9
5448,0
5449,32
5450,60
5451,29
5452,0
5453,0
5454,21
5455,0
5456,14
5457,29
5458,0
5459,27
5460,69
5461,33
5462,2
5463,46
5464,0
5465,8
5466,27
5467,19
5468,0
5469,35
5470,22
5471,0
5472,37
5473,0
5474,3
5475,28
5476,0
5477,0
5478,21
5479,22
5480,0
5481,34
5482,3
5483,11
5484,36
5485,17
5486,67
5487,46
5488,39
5489,80
5490,43
5491,45
5492,15
5493,58
5494,8
5495,0
5496,0
5497,62
5498,1
5499,8
5500,0
5501,25
5502,53
5503,37
5504,55
5505,9
5506,77
5507,5
5508,2
5509,0
5510,53
5511,0
5512,32
5513,0
5514,13
5515,0
5516,2
5517,45
5518,44
5519,3
5520,47
5521,24
5522,8
5523,0
5524,40
5525,0
5526,11
5527,0
5528,4
5529,0
5530,7
5531,0
5532,23
5533,17
5534,42
5535,0
5536,0
5537,1
5538,0
5539,28
5540,0
5541,67
5542,13
5543,53
5544,10
5545,7
5546,25
5547,34
5548,0
5549,8
5550,33
5551,0
5552,12
5553,0
5554,0
5555,4
5556,49
5557,0
5558,23
5559,54
5560,0
5561,39
5562,0
5563,5
5564,18
5565,53
5566,45
5567,42
5568,18
5569,12
5570,55
5571,1
5572,0
5573,0
5574,4
5575,59
5576,38
5577,20
5578,0
5579,16
5580,53
5581,48
5582,0
5583,0
5584,7
5585,0
5586,8
5587,55
5588,20
5589,4
5590,0
5591,23
5592,62
5593,5
5594,46
5595,16
5596,4
5597,0
5598,1
5599,75
5600,35
5601,47
5602,35
5603,0
5604,0
5605,0
5606,59
5607,14
5608,38
5609,0
5610,8
5611,0
5612,1
5613,12
5614,35
5615,67
5616,18
5617,39
5618,1
5619,58
5620,56
5621,0
5622,21
5623,0
5624,17
5625,42
5626,0
5627,17
5628,33
5629,65
5630,31
5631,0
5632,59
5633,43
5634,26
5635,2
5636,18
5637,42
5638,0
5639,12
5640,0
5641,0
5642,4
5643,8
5644,57
5645,30
5646,20
5647,6
5648,20
5649,35
5650,13
5651,3
5652,0
5653,41
5654,2
5655,20
5656,37
5657,39
5658,21
5659,0
5660,0
5661,0
5662,23
5663,22
5664,47
5665,2
5666,0
5667,0
5668,30
5669,50
5670,62
5671,0
5672,0
5673,2
5674,45
5675,32
5676,45
5677,32
5678,46
5679,3
5680,30
5681,64
5682,14
5683,40
5684,0
5685,56
5686,0
5687,28
5688,0
5689,1
5690,0
5691,28
5692,0
5693,0
5694,0
5695,0
5696,7
5697,22
5698,37
5699,0
5700,44
5701,31
5702,58
5703,11
5704,0
5705,0
5706,33
5707,27
5708,0
5709,22
5710,0
5711,0
5712,24
5713,14
5714,47
5715,30
5716,12
5717,35
5718,15
5719,13
5720,29
5721,66
5722,34
5723,4
5724,66
5725,0
5726,6
5727,48
5728,58
5729,14
5730,20
5731,36
5732,28
5733,39
5734,65
5735,3
5736,18
5737,0
5738,45
5739,11
5740,1
5741,22
5742,42
5743,27
5744,0
5745,48
5746,56
5747,28
5748,27
5749,2
5750,12
5751,25
5752,53
5753,57
5754,7
5755,49
5756,47
5757,47
5758,57
5759,5
5760,12
5761,47
5762,20
5763,3
5764,0
5765,63
5766,0
5767,1
5768,0
5769,58
5770,54
5771,1
5772,75
5773,31
5774,2
5775,37
5776,19
5777,33
5778,1
5779,9
5780,20
5781,3
5782,6
5783,0
5784,19
5785,38
5786,27
5787,0
5788,62
5789,6
5790,60
5791,0
5792,0
5793,2
